entity_id,type,unit,2025-09-10T22:00:00.000Z,2025-09-10T23:00:00.000Z,2025-09-11T00:00:00.000Z,2025-09-11T01:00:00.000Z,2025-09-11T02:00:00.000Z,2025-09-11T03:00:00.000Z,2025-09-11T04:00:00.000Z,2025-09-11T05:00:00.000Z,2025-09-11T06:00:00.000Z,2025-09-11T07:00:00.000Z,2025-09-11T08:00:00.000Z,2025-09-11T09:00:00.000Z,2025-09-11T10:00:00.000Z,2025-09-11T11:00:00.000Z,2025-09-11T12:00:00.000Z,2025-09-11T13:00:00.000Z,2025-09-11T14:00:00.000Z,2025-09-11T15:00:00.000Z,2025-09-11T16:00:00.000Z,2025-09-11T17:00:00.000Z,2025-09-11T18:00:00.000Z,2025-09-11T19:00:00.000Z,2025-09-11T20:00:00.000Z,2025-09-11T21:00:00.000Z
sensor.netznutzung_kwh,grid_consumption,kWh,0.22000000000116415,0.18000000000029104,0.1499999999978172,0.17000000000189175,0.20999999999912689,0.18000000000029104,0.3500000000021828,0.4399999999986903,0.8699999999989814,0.029999999998835847,0,0,0,0,0.13000000000101863,0.2999999999992724,0,0,0,1.0800000000017462,2.6899999999986903,0.33000000000174623,0.3899999999994179,0.32999999999810825
sensor.netznutzung_kwh_cost,grid_consumption_cost,CHF,0.0516120000029332,0.042228000000250177,0.03518999999778316,0.03988200000003417,0.0492660000018077,0.042228000000250177,0.08211000000210333,0.126059999998688,0.2492549999997209,0.008594999999331776,0,0,0,0,0.03724499999952968,0.08595000000059372,0,0,0,0.3094200000005003,0.6310739999989892,0.07741800000167132,0.09149400000114838,0.07741799999985233
sensor.netzeinspeisung_kwh,grid_return,kWh,0,0,0,0,0,0,0,0.11999999999898137,0.569999999999709,2.8400000000001455,3.970000000001164,7.4099999999998545,8.68999999999869,15.170000000000073,6.130000000001019,3.219999999999345,3.4099999999998545,1.5300000000006548,0.680000000000291,0.05999999999949068,0,0,0,0
sensor.netzeinspeisung_kwh_compensation,grid_return_compensation,CHF,0,0,0,0,0,0,0,0.013680000000022119,0.06498000000010506,0.3237599999995382,0.4525799999994433,0.8447399999993195,0.9906599999992522,1.7293799999995372,0.6988199999998415,0.3670799999993051,0.38873999999964326,0.1744199999995999,0.07752000000004955,0.0068400000000110595,0,0,0,0
sensor.sma_st_80_pv_gen_meter,solar_production,kWh,0,0,0,0,0,0,0,0.27400000000125146,0.7360000000007858,2.1479999999974098,1.9320000000006985,3.2190000000009604,3.7289999999993597,6.166000000001077,4.102999999999156,3.0390000000006694,2.004000000000815,0.6549999999988358,0.28800000000046566,0.0639999999984866,0,0,0,0
sensor.sungrow_sg12rt_total_yield,solar_production,kWh,0,0,0,0,0,0,0,0,2,2,3,6,6,11,7,5,3,1,1,0,0,0,0,0
sensor.ladeschalterpassat_switch_0_energy,device_consumption,kWh,0.0010179999999309075,0.0010220000000344953,0.0010270000000218715,0.001029000000016822,0.0010310000000117725,0.001019999999925858,0.0010160000000496439,0.0010190000000420696,0.0010269999999081847,0.0010300000000142973,0.0010320000000092477,0.0010379999999940992,0.0010399999999890497,0.1950890000000527,1.8261009999999942,1.1628090000000384,0,0,0,0,0,0,0,0
sensor.tesla_verbrauch,device_consumption,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2300000000000182,2.5700000000001637,1.4800000000000182,0,0,0,0,0,0,0,0
sensor.heizung_verbrauch_kwh,device_consumption,kWh,0,0,0,0,0,0,0,0.8099999999994907,1.7900000000008731,1.0999999999985448,0.8000000000010914,0.7099999999991269,0.8100000000013097,0.7999999999992724,0.75,0.8099999999994907,0.7100000000009459,0.09000000000014552,0,0.8099999999994907,1.7399999999997817,0,0,0
