entity_id,type,unit,2025-09-17T22:00:00.000Z,2025-09-17T23:00:00.000Z,2025-09-18T00:00:00.000Z,2025-09-18T01:00:00.000Z,2025-09-18T02:00:00.000Z,2025-09-18T03:00:00.000Z,2025-09-18T04:00:00.000Z,2025-09-18T05:00:00.000Z,2025-09-18T06:00:00.000Z,2025-09-18T07:00:00.000Z,2025-09-18T08:00:00.000Z,2025-09-18T09:00:00.000Z,2025-09-18T10:00:00.000Z,2025-09-18T11:00:00.000Z,2025-09-18T12:00:00.000Z,2025-09-18T13:00:00.000Z,2025-09-18T14:00:00.000Z,2025-09-18T15:00:00.000Z,2025-09-18T16:00:00.000Z,2025-09-18T17:00:00.000Z,2025-09-18T18:00:00.000Z,2025-09-18T19:00:00.000Z,2025-09-18T20:00:00.000Z,2025-09-18T21:00:00.000Z
sensor.netznutzung_kwh,grid_consumption,kWh,0.18000000000029104,0.17000000000189175,0.1499999999978172,0.17000000000189175,0.2000000000007276,0.6999999999970896,1.6000000000021828,0.3400000000001455,1.1899999999986903,0,0,0,0,0,0,0,0.029999999998835847,0.05000000000291038,0.819999999999709,0.7199999999975262,0.9500000000007276,0.8300000000017462,0.4399999999986903,0.7099999999991269
sensor.netznutzung_kwh_cost,grid_consumption_cost,CHF,0.042228000000250177,0.03988200000003417,0.03518999999778316,0.03988200000003417,0.04692000000159169,0.1642199999996592,0.37536000000181957,0.0974099999984901,0.3409349999992628,0,0,0,0,0,0,0,0.008594999999331776,0.014325000001008448,0.23492999999871245,0.20627999999942404,0.22286999999960244,0.19471799999791983,0.10322399999859044,0.1665659999989657
sensor.netzeinspeisung_kwh,grid_return,kWh,0,0,0,0,0,0,0,0.05999999999949068,0.75,5.530000000000655,8.170000000000073,11.100000000000364,12.7599999999984,13.6200000000008,10.25,5.489999999999782,0.5900000000001455,0.6599999999998545,0.17000000000007276,0,0,0,0,0
sensor.netzeinspeisung_kwh_compensation,grid_return_compensation,CHF,0,0,0,0,0,0,0,0.0068400000000110595,0.08549999999991087,0.6304200000010951,0.9313799999995354,1.2653999999999996,1.454640000000154,1.5526800000000094,1.1684999999999945,0.6258599999989656,0.06726000000026033,0.07523999999989428,0.019379999999955544,0,0,0,0,0
sensor.sma_st_80_pv_gen_meter,solar_production,kWh,0,0,0,0,0,0,0,0.10099999999874854,1.4650000000001455,4.117000000002008,5.175999999999476,5.770000000000437,5.957999999998719,5.684000000001106,5.058999999997468,3.850000000002183,1.217000000000553,0.3129999999982829,0.18800000000192085,0.030999999999039574,0,0,0,0
sensor.sungrow_sg12rt_total_yield,solar_production,kWh,0,0,0,0,0,0,0,0,1,2,4,6,8,9,8,5,0,1,1,0,0,0,0,0
sensor.ladeschalterpassat_switch_0_energy,device_consumption,kWh,0.0010179999999309075,0.0010190000000420696,0.0010220000000344953,0.0010260000000243963,0.0010219999999208085,0.001017000000047119,0.0010129999999435313,0.0010140000000546934,0.0010230000000319706,0.0010289999999031352,0.0010359999999991487,0.001040999999986525,0.001046000000087588,0.19651899999996658,1.848369000000048,1.8253639999999223,0.5219500000000608,0.001029000000016822,0.0010209999999233332,0.0010130000000572181,0.001015999999935957,0.001025000000026921,0.0010230000000319706,0.0010189999999283827
sensor.tesla_verbrauch,device_consumption,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sensor.heizung_verbrauch_kwh,device_consumption,kWh,0,0,0,0,0,0.6000000000003638,1.179999999998472,0.3100000000013097,2.0799999999999272,0.010000000000218279,0.8599999999987631,0.7000000000007276,0.8299999999999272,0.7299999999995634,0.75,0.8000000000010914,0.7099999999991269,0.11000000000058208,0.9699999999993452,0.18000000000029104,0.18000000000029104,0.020000000000436557,0,0
