entity_id,type,unit,2025-09-20T22:00:00.000Z,2025-09-20T23:00:00.000Z,2025-09-21T00:00:00.000Z,2025-09-21T01:00:00.000Z,2025-09-21T02:00:00.000Z,2025-09-21T03:00:00.000Z,2025-09-21T04:00:00.000Z,2025-09-21T05:00:00.000Z,2025-09-21T06:00:00.000Z,2025-09-21T07:00:00.000Z,2025-09-21T08:00:00.000Z,2025-09-21T09:00:00.000Z,2025-09-21T10:00:00.000Z,2025-09-21T11:00:00.000Z,2025-09-21T12:00:00.000Z,2025-09-21T13:00:00.000Z,2025-09-21T14:00:00.000Z,2025-09-21T15:00:00.000Z,2025-09-21T16:00:00.000Z,2025-09-21T17:00:00.000Z,2025-09-21T18:00:00.000Z,2025-09-21T19:00:00.000Z,2025-09-21T20:00:00.000Z,2025-09-21T21:00:00.000Z
sensor.netznutzung_kwh,grid_consumption,kWh,0.16999999999825377,0.2000000000007276,0.23999999999796273,0.16000000000349246,0.15999999999985448,0.17999999999665306,0.2400000000016007,0.09999999999854481,0.12000000000261934,1.0200000000004366,0.049999999999272404,0.040000000000873115,0.09999999999854481,0.13000000000101863,0.11000000000058208,0.9299999999966531,0.25,0.4500000000007276,1.4099999999998545,0.7800000000024738,0.4399999999986903,0.9000000000014552,0.4599999999991269,1.5200000000004366
sensor.netznutzung_kwh_cost,grid_consumption_cost,CHF,0.03988199999912467,0.04692000000159169,0.05630400000154623,0.03753599999981816,0.037535999998908665,0.04222799999934068,0.05630400000154623,0.023459999997612613,0.02815199999986362,0.239292000000205,0.011730000000170548,0.00938399999995454,0.023459999999431602,0.030497999999170133,0.025805999998738116,0.21817799999917042,0.05864999999903375,0.10557000000062544,0.3307859999995344,0.18298799999956827,0.10322399999949994,0.2111400000003414,0.10791599999720347,0.356592000001001
sensor.netzeinspeisung_kwh,grid_return,kWh,0,0,0,0,0,0,0,0.3999999999996362,1.2700000000004366,0.5299999999988358,2.680000000000291,1.9200000000000728,1.7399999999997817,0.4899999999997817,0.9799999999995634,1.4600000000009459,0.9599999999991269,0.28000000000065484,0.020000000000436557,0,0,0,0,0
sensor.netzeinspeisung_kwh_compensation,grid_return_compensation,CHF,0,0,0,0,0,0,0,0.04560000000014952,0.14477999999962776,0.060420000000249274,0.3055199999994329,0.21887999999921703,0.19836000000032072,0.05585999999880187,0.11172000000010485,0.16643999999996595,0.10943999999949483,0.03192000000058215,0.002280000000155269,0,0,0,0,0
sensor.sma_st_80_pv_gen_meter,solar_production,kWh,0,0,0,0,0,0,0,0.20499999999810825,1.0540000000000873,2.2630000000026484,4.693999999999505,5.166999999997643,3.6380000000026484,2.699000000000524,2.2179999999971187,1.202000000001135,0.7680000000000291,0.3129999999982829,0.08700000000317232,0,0,0,0,0
sensor.sungrow_sg12rt_total_yield,solar_production,kWh,0,0,0,0,0,0,0,1,1,3,3,6,6,5,4,3,1,1,0,0,0,0,0,0
sensor.ladeschalterpassat_switch_0_energy,device_consumption,kWh,0.0010260000000243963,0.0010280000000193468,0.001029000000016822,0.0010340000000041982,0.0010339999998905114,0.0010320000000092477,0.0010300000000142973,0.0010260000000243963,0.0010240000000294458,0.001015999999935957,0.13404700000000958,1.8476010000000542,1.8279189999999517,1.817666000000031,0.23478299999999308,0.0010469999999713764,0.001036999999996624,0.0010320000000092477,0.0010510000000749642,0.001019999999925858,0.0010270000000218715,0.0010320000000092477,0.0010320000000092477,0.0010320000000092477
sensor.tesla_verbrauch,device_consumption,kWh,0,0,0,0,0,0,0,0,0,0,0.25,5.860000000000127,5.010000000000218,4.699999999999818,4.150000000000091,0.5900000000001455,0,0,0,0,0,0,0,0
sensor.heizung_verbrauch_kwh,device_consumption,kWh,0,0,0,0,0,0,0,0,0.9200000000000728,0.13999999999941792,0.6900000000005093,0.7900000000008731,0.6899999999986903,0.8299999999999272,0.8400000000001455,1.7000000000007276,0.8400000000001455,0.020000000000436557,0.1499999999996362,0.17000000000007276,0,0.020000000000436557,0,1.25
