entity_id,type,unit,2024-02-29T23:00:00.000Z,2024-03-01T23:00:00.000Z,2024-03-02T23:00:00.000Z,2024-03-03T23:00:00.000Z,2024-03-04T23:00:00.000Z,2024-03-05T23:00:00.000Z,2024-03-06T23:00:00.000Z,2024-03-07T23:00:00.000Z,2024-03-08T23:00:00.000Z,2024-03-09T23:00:00.000Z,2024-03-10T23:00:00.000Z,2024-03-11T23:00:00.000Z,2024-03-12T23:00:00.000Z,2024-03-13T23:00:00.000Z,2024-03-14T23:00:00.000Z,2024-03-15T23:00:00.000Z,2024-03-16T23:00:00.000Z,2024-03-17T23:00:00.000Z,2024-03-18T23:00:00.000Z,2024-03-19T23:00:00.000Z,2024-03-20T23:00:00.000Z,2024-03-21T23:00:00.000Z,2024-03-22T23:00:00.000Z,2024-03-23T23:00:00.000Z,2024-03-24T23:00:00.000Z,2024-03-25T23:00:00.000Z,2024-03-26T23:00:00.000Z,2024-03-27T23:00:00.000Z,2024-03-28T23:00:00.000Z,2024-03-29T23:00:00.000Z,2024-03-30T23:00:00.000Z
sensor.netznutzung_kwh,grid_consumption,kWh,45.689999999987776,40.80999999999949,27.07999999999629,29.840000000000146,26.060000000004948,29.69000000005144,48.590000000001965,47.850000000016735,31.889999999992142,29.600000000000364,28.989999999992506,34.000000000007276,36.43000000000029,26.029999999998836,21.970000000001164,21.889999999999418,24.36999999999898,28.970000000001164,26.909999999999854,21.81999999999971,19.579999999999927,26.460000000000946,22.93999999999869,25.540000000000873,20.799999999999272,23.48999999999978,25.659999999999854,30.829999999999927,23.280000000000655,18.610000000000582,19.19999999999891
sensor.netznutzung_kwh_cost,grid_consumption_cost,CHF,18.102794999999787,15.632467000005363,10.060220000006211,12.075512000007166,10.473866000003909,12.061259000011887,19.276145000013457,18.545043000010992,12.08444700001337,10.996400000005906,11.333497000003717,13.800664000004872,14.666544999987764,10.380544999986796,8.781630999988465,8.392486999969606,9.053454999967926,11.941234999990684,10.68903299998874,8.721297999990838,7.747825999987526,10.328321999984837,8.757217999975182,9.48810999997113,8.205663999992339,9.469958999990013,10.107921999985592,12.380320999988271,9.19149599999264,7.112526999976126,7.132799999977124
sensor.netzeinspeisung_kwh,grid_return,kWh,1.490000000000009,5.5,5.610000000000014,2.409999999999968,8.320000000000391,3.2099999999993543,3.240000000000691,16.049999999999955,7.4999999999990905,3.6400000000001,25.439999999999827,1.7699999999997544,6.960000000000036,19.859999999999218,7.639999999998736,7.319999999999936,3.009999999999309,5.870000000000346,10.140000000000327,30.79999999999859,21.489999999999327,8.180000000000291,23.740000000000464,16.830000000000382,37.74000000000001,10.220000000000482,13.38999999999919,10.940000000000055,18.65000000000009,8.5,19.669999999999845
sensor.netzeinspeisung_kwh_compensation,grid_return_compensation,CHF,0.2383999999998423,0.8799999999996828,0.8975999999997697,0.3855999999998829,1.3312000000005355,0.5136000000003094,0.5184000000003266,2.5680000000005805,1.2000000000006708,0.5824000000001774,4.070400000001058,0.28320000000010737,1.1136000000008721,3.177600000001462,1.2223999999999933,1.1711999999986915,0.4815999999991618,0.9391999999988627,1.6223999999984358,4.92799999999886,3.438399999997813,1.308799999998314,3.7983999999977414,2.6927999999973053,6.038399999999058,1.6351999999990596,2.1423999999979912,1.75039999999791,2.983999999996115,1.3599999999981378,3.147199999996076
sensor.sn_3012091531_pv_gen_meter,solar_production,kWh,1.4239999999999782,4.38799999999992,3.80600000000004,2.620999999999867,3.0679999999999836,2.2480000000000473,1.9090000000001055,5.692999999999984,5.042999999999893,2.5850000000000364,5.343000000000075,1.6369999999999436,3.1829999999999927,5.932999999999993,4.882000000000062,4.328999999999951,3.5450000000000728,2.4489999999998417,6.079000000000178,6.927999999999884,5.981999999999971,6.872000000000071,6.613000000000056,5.560999999999922,7.589999999999918,7.088000000000193,4.34699999999998,5.125,6.923999999999978,4.973999999999933,7.113000000000056
sensor.sma_st_80_pv_gen_meter,solar_production,kWh,5.714000000000169,20.903999999999996,15.91099999999983,9.979000000000042,12.347999999999956,8.875999999999976,7.4930000000001655,24.211000000000013,32.64599999999996,11.409999999999854,34.22400000000016,6.698999999999842,12.063000000000102,26.73700000000008,28.87299999999982,20.912000000000035,13.895999999999958,9.393000000000029,23.490999999999985,34.60500000000002,25.411000000000058,36.18399999999997,31.42600000000016,23.493999999999915,42.90000000000009,34.62099999999987,17.90300000000002,19.847999999999956,28.09400000000005,19.3420000000001,30.44900000000007
sensor.tesla_verbrauch,device_consumption,kWh,11.159999999999968,6.17999999999995,5.600000000000023,0,0,0,16.480000000000018,13.960000000000036,20.00999999999999,2.9700000000000273,0,0.5299999999999727,0,0,13.17999999999995,6.540000000000077,4.209999999999923,0.37000000000000455,5.659999999999968,0.75,0,26.160000000000082,0.33999999999991815,0,0.25,15.720000000000027,0,0,0.09000000000003183,0,8.159999999999968
sensor.heizung_verbrauch_kwh,device_consumption,kWh,23.090000000000146,29.80999999999949,22.5600000000004,21.23999999999978,20.82000000000062,23.699999999999818,26.9399999999996,26.43000000000029,25.909999999999854,18.720000000000255,24.48999999999978,22.980000000000473,26.11999999999989,21.389999999999418,17.110000000000582,20.460000000000036,19.86999999999989,18.23999999999978,19.539999999999964,17.710000000000036,13.840000000000146,13.979999999999563,21.390000000000327,25.199999999999818,21.93000000000029,19.670000000000073,18.170000000000073,26.36999999999989,22.05999999999949,14.900000000000546,15.219999999999345
