entity_id,type,unit,2025-09-04T22:00:00.000Z,2025-09-04T23:00:00.000Z,2025-09-05T00:00:00.000Z,2025-09-05T01:00:00.000Z,2025-09-05T02:00:00.000Z,2025-09-05T03:00:00.000Z,2025-09-05T04:00:00.000Z,2025-09-05T05:00:00.000Z,2025-09-05T06:00:00.000Z,2025-09-05T07:00:00.000Z,2025-09-05T08:00:00.000Z,2025-09-05T09:00:00.000Z,2025-09-05T10:00:00.000Z,2025-09-05T11:00:00.000Z,2025-09-05T12:00:00.000Z,2025-09-05T13:00:00.000Z,2025-09-05T14:00:00.000Z,2025-09-05T15:00:00.000Z,2025-09-05T16:00:00.000Z,2025-09-05T17:00:00.000Z,2025-09-05T18:00:00.000Z,2025-09-05T19:00:00.000Z,2025-09-05T20:00:00.000Z,2025-09-05T21:00:00.000Z
sensor.netznutzung_kwh,grid_consumption,kWh,0.18000000000029104,0.21000000000276486,0.20999999999912689,0.15999999999985448,0.15999999999985448,0.18999999999869033,0.4000000000014552,0.2900000000008731,1.1499999999978172,2.1199999999989814,0.930000000000291,0.09000000000014552,0.11000000000058208,0.4599999999991269,0,0.2000000000007276,0.4000000000014552,0.15999999999985448,0.00999999999839929,0.8300000000017462,0.41999999999825377,0.25,1.3800000000010186,0.22000000000116415
sensor.netznutzung_kwh_cost,grid_consumption_cost,CHF,0.042228000000250177,0.04926600000271719,0.0492660000018077,0.037535999998908665,0.037535999998908665,0.044574000000466185,0.09384000000136439,0.08308500000021013,0.32947499999863794,0.6073799999994662,0.26644500000020344,0.025784999999814318,0.031515000000581495,0.13178999999945518,0,0.05729999999948632,0.11459999999988213,0.04583999999977095,0.002864999999474094,0.23779499999909604,0.09853200000088691,0.05864999999994325,0.32374800000161486,0.05161200000111421
sensor.netzeinspeisung_kwh,grid_return,kWh,0,0,0,0,0,0,0,0.020000000000436557,0.12999999999919964,0.6100000000005821,0.7700000000004366,5.289999999999054,6.829999999999927,7.920000000000073,10.210000000000946,5.75,0.3499999999985448,0.8100000000013097,0.9099999999998545,0.12999999999919964,0,0,0,0
sensor.netzeinspeisung_kwh_compensation,grid_return_compensation,CHF,0,0,0,0,0,0,0,0.002280000000155269,0.01481999999987238,0.06954000000018823,0.08778000000029351,0.6030600000003687,0.7786200000007284,0.9028800000005504,1.1639400000005935,0.6555000000007567,0.03990000000044347,0.09234000000060405,0.10374000000024353,0.01481999999987238,0,0,0,0
sensor.sma_st_80_pv_gen_meter,solar_production,kWh,0,0,0,,,,0,0.030999999999039574,0.18999999999869033,0.5580000000009022,0.8869999999988067,2.3990000000012515,3.522000000000844,4.796999999998661,3.6820000000006985,4.411000000000058,2.3430000000007567,0.4929999999985739,0.38400000000183354,0.1459999999970023,0,0,0,0
sensor.sungrow_sg12rt_total_yield,solar_production,kWh,0,0,0,0,0,0,0,0,0,1,2,4,6,8,7,7,2,1,1,1,0,0,0,0
sensor.ladeschalterpassat_switch_0_energy,device_consumption,kWh,0.0010270000000218715,0.0010229999999182837,0.0010270000000218715,0.0010320000000092477,0.0010310000000117725,0.00102100000003702,0.0010229999999182837,0.0010160000000496439,0.3556979999999612,0,1.7020310000000336,0.568155000000047,1.8134390000000167,1.8194429999999784,0.08238599999992857,0.0010690000000295186,0.0010350000000016735,0.0010340000000041982,0.0010270000000218715,0.0010189999999283827,0.0010190000000420696,0.0010230000000319706,0.001029000000016822,0.001023999999915759
sensor.tesla_verbrauch,device_consumption,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,2.619999999999891,0,4.670000000000073,3.0599999999999454,0,0,0,0,0,0,0
sensor.heizung_verbrauch_kwh,device_consumption,kWh,0,0,0,0,0,0,0,0.11999999999898137,0.9400000000005093,2.180000000000291,0.010000000000218279,0.029999999998835847,0.020000000000436557,0.010000000000218279,0,0.7600000000002183,0.7399999999997817,0.040000000000873115,0,1.0299999999988358,0.030000000000654836,0,1.2299999999995634,0
