entity_id,type,unit,2025-09-08T22:00:00.000Z,2025-09-08T23:00:00.000Z,2025-09-09T00:00:00.000Z,2025-09-09T01:00:00.000Z,2025-09-09T02:00:00.000Z,2025-09-09T03:00:00.000Z,2025-09-09T04:00:00.000Z,2025-09-09T05:00:00.000Z,2025-09-09T06:00:00.000Z,2025-09-09T07:00:00.000Z,2025-09-09T08:00:00.000Z,2025-09-09T09:00:00.000Z,2025-09-09T10:00:00.000Z,2025-09-09T11:00:00.000Z,2025-09-09T12:00:00.000Z,2025-09-09T13:00:00.000Z,2025-09-09T14:00:00.000Z,2025-09-09T15:00:00.000Z,2025-09-09T16:00:00.000Z,2025-09-09T17:00:00.000Z,2025-09-09T18:00:00.000Z,2025-09-09T19:00:00.000Z,2025-09-09T20:00:00.000Z,2025-09-09T21:00:00.000Z
sensor.netznutzung_kwh,grid_consumption,kWh,0.15999999999985448,0.15999999999985448,0.16999999999825377,1.2400000000016007,0.16999999999825377,0.15999999999985448,0.2800000000024738,0.25,0.7299999999995634,0.040000000000873115,0,0,0,0,0,0,0,0.059999999997671694,0.27000000000043656,1.0299999999988358,0.5800000000017462,0.22999999999956344,0.17000000000189175,0.17999999999665306
sensor.netznutzung_kwh_cost,grid_consumption_cost,CHF,0.037535999998908665,0.037535999998908665,0.03988199999912467,0.2909040000004097,0.03988199999912467,0.037535999998908665,0.06568800000150077,0.07162499999776628,0.20914499999980762,0.011459999999715365,0,0,0,0,0,0,0,0.017189999998663552,0.07735499999944295,0.29509499999858235,0.13606800000161456,0.053958000002239714,0.03988200000003417,0.04222799999934068
sensor.netzeinspeisung_kwh,grid_return,kWh,0,0,0,0,0,0,0,0,0.3400000000001455,3.3400000000001455,3.9800000000013824,2.719999999999345,5.860000000000582,12.269999999998618,10.230000000001382,8.459999999999127,3.7399999999997817,1.9400000000005093,0.3500000000003638,0.05999999999949068,0,0,0,0
sensor.netzeinspeisung_kwh_compensation,grid_return_compensation,CHF,0,0,0,0,0,0,0,0,0.03876000000013846,0.3807600000002367,0.4537200000006578,0.3100800000008803,0.6680400000002464,1.3987799999990784,1.1662199999991572,0.9644399999999678,0.4263599999985672,0.22115999999959968,0.03989999999976135,0.0068400000000110595,0,0,0,0
sensor.sma_st_80_pv_gen_meter,solar_production,kWh,0,0,0,0,0,0,0,0.016999999999825377,0.24099999999816646,1.2410000000018044,1.393000000000029,0.9179999999978463,2.0270000000018626,4.885999999998603,3.845000000001164,3.7669999999998254,1.8889999999992142,1.3149999999986903,0.6670000000012806,0.14500000000043656,0,0,0,0
sensor.sungrow_sg12rt_total_yield,solar_production,kWh,0,0,0,0,0,0,0,0,1,2,3,2,5,8,7,6,4,3,2,0,0,0,0,0
sensor.ladeschalterpassat_switch_0_energy,device_consumption,kWh,0.001029000000016822,0.0010270000000218715,0.0010289999999031352,0.0010280000000193468,0.0010260000000243963,0.0010180000000445943,0.0010129999999435313,0.0010150000000521686,0.001015999999935957,0.0010270000000218715,0.0010280000000193468,0.0010270000000218715,0.0010280000000193468,0.0010350000000016735,0.46148199999993267,0.6358830000000353,1.8116449999999986,1.811817000000019,1.7919539999999188,0.016373000000044158,0.0010280000000193468,0.0010389999999915744,0.0010519999999587526,0.0010419999999840002
sensor.tesla_verbrauch,device_consumption,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sensor.heizung_verbrauch_kwh,device_consumption,kWh,0,0,0,1.139999999999418,0,0,0.050000000001091394,0,0.6700000000000728,0.09000000000014552,0.11999999999898137,0,0.11000000000058208,1.0599999999994907,0.12999999999919964,0.11000000000058208,0,0.11000000000058208,0.18000000000029104,1.180000000000291,0.1499999999996362,0,0,0
