entity_id,type,unit,2025-09-02T22:00:00.000Z,2025-09-02T23:00:00.000Z,2025-09-03T00:00:00.000Z,2025-09-03T01:00:00.000Z,2025-09-03T02:00:00.000Z,2025-09-03T03:00:00.000Z,2025-09-03T04:00:00.000Z,2025-09-03T05:00:00.000Z,2025-09-03T06:00:00.000Z,2025-09-03T07:00:00.000Z,2025-09-03T08:00:00.000Z,2025-09-03T09:00:00.000Z,2025-09-03T10:00:00.000Z,2025-09-03T11:00:00.000Z,2025-09-03T12:00:00.000Z,2025-09-03T13:00:00.000Z,2025-09-03T14:00:00.000Z,2025-09-03T15:00:00.000Z,2025-09-03T16:00:00.000Z,2025-09-03T17:00:00.000Z,2025-09-03T18:00:00.000Z,2025-09-03T19:00:00.000Z,2025-09-03T20:00:00.000Z,2025-09-03T21:00:00.000Z
sensor.netznutzung_kwh,grid_consumption,kWh,0.15999999999985448,0.18000000000029104,0.2000000000007276,0.17999999999665306,0.16000000000349246,1.179999999996653,0.4099999999998545,0.040000000000873115,0,0,0,0,0.020000000000436557,0.010000000002037268,0,0,1.139999999999418,1.3099999999976717,0.8700000000026193,0.3599999999969441,0.5100000000020373,0.22999999999956344,0.1500000000014552,0.18999999999869033
sensor.netznutzung_kwh_cost,grid_consumption_cost,CHF,0.037535999998908665,0.042228000000250177,0.04692000000159169,0.04222799999843119,0.03753599999981816,0.27682800000002317,0.0961860000006709,0.011459999999715365,0,0,0,0,0.005729999999857682,0.0028650000003835885,0,0,0.32660999999916385,0.3753149999984089,0.24925500000153988,0.10313999999834778,0.1196460000019215,0.05395800000133022,0.035189999998692656,0.04457399999955669
sensor.netzeinspeisung_kwh,grid_return,kWh,0,0,0,0,0,0,0,0.5799999999999272,1.2200000000011642,5.049999999999272,3.3000000000010914,6.529999999998836,6.920000000000073,8.280000000000655,10.889999999999418,10.1200000000008,2.069999999999709,0,0.22999999999956344,0.12000000000080036,0,0,0,0
sensor.netzeinspeisung_kwh_compensation,grid_return_compensation,CHF,0,0,0,0,0,0,0,0.06612000000041007,0.13908000000037646,0.5756999999996424,0.3762000000001535,0.7444199999997636,0.7888800000000629,0.943920000000162,1.241459999999961,1.15367999999944,0.2359799999999268,0,0.026219999999966603,0.013680000000476866,0,0,0,0
sensor.sma_st_80_pv_gen_meter,solar_production,kWh,0,0,0,0,0,0,0,0.3760000000002037,1.125,2.2779999999984284,1.885999999998603,3.559000000001106,4.606999999999971,5.968000000000757,5.4539999999979045,4.5,2.40400000000227,0.33299999999871943,0.22000000000116415,0.11699999999837019,0,0,0,0
sensor.sungrow_sg12rt_total_yield,solar_production,kWh,0,0,0,0,0,0,0,1,1,4,3,7,7,10,11,7,3,0,1,0,0,0,0,0
sensor.ladeschalterpassat_switch_0_energy,device_consumption,kWh,0.0010389999999915744,0.0010379999999940992,0.0010379999999940992,0.0010399999999890497,0.0010419999999840002,0.001033000000006723,0.0010300000000142973,0.001033000000006723,0.001170999999999367,0.0010310000000117725,0.7438570000000482,1.8132309999999734,1.8283749999999372,1.089050000000043,0.0010340000000041982,0.6913240000000087,1.8352780000000166,1.8311179999999467,0.7726200000000745,0,0,0,0,0
sensor.tesla_verbrauch,device_consumption,kWh,0,0,0,0,0,0,0,0,0,0,0,0,1.099999999999909,5.210000000000036,4.170000000000073,0,0,0,0,0,0,0,0,0
sensor.heizung_verbrauch_kwh,device_consumption,kWh,0,0,0,0,0,1.0900000000001455,0.019999999998617568,0.07000000000152795,1.5799999999999272,0.3899999999994179,0.7899999999990541,0.7900000000008731,0.7999999999992724,0.7100000000009459,0.7899999999990541,0.7900000000008731,1.6900000000005093,0.20999999999912689,0.37000000000080036,0.18999999999869033,0.18000000000029104,0,0,0
